S.N.|Candidate|Party|EVM Votes|Postal Votes|Total Votes|% of Votes|UT_OR_STATE|CONSTITUENCY
1.0|MAHESH KASHYAP|Bharatiya Janata Party|456573|1825|458398|45.5|Chhattisgarh|BASTAR
2.0|KAWASI LAKHMA|Indian National Congress|402378|775|403153|40.02|Chhattisgarh|BASTAR
3.0|PHULSINGH KACHLAM|Communist Party of India|35850|37|35887|3.56|Chhattisgarh|BASTAR
4.0|AYTU RAM MANDAVI|Bahujan Samaj Party|19615|32|19647|1.95|Chhattisgarh|BASTAR
5.0|SUNDAR BAGHEL|Independent|14203|4|14207|1.41|Chhattisgarh|BASTAR
6.0|PRAKASH KUMAR GOTA|Independent|11209|36|11245|1.12|Chhattisgarh|BASTAR
7.0|KANWAL SINGH BAGHEL|Rashtriya Jansabha Party|8785|15|8800|0.87|Chhattisgarh|BASTAR
8.0|SHIVRAM NAG|Sarv Adi Dal|8269|10|8279|0.82|Chhattisgarh|BASTAR
9.0|NARENDRA BURKA|Hamar Raj Party|4382|5|4387|0.44|Chhattisgarh|BASTAR
10.0|JAGDISH NAG|Azad Janata Party|3569|23|3592|0.36|Chhattisgarh|BASTAR
11.0|TIKAM NAGWANSHI|Gondvana Gantantra Party|3030|12|3042|0.3|Chhattisgarh|BASTAR
12.0|NOTA|None of the Above|36733|25|36758|3.65|Chhattisgarh|BASTAR
|Total||1004596|2799|1007395||Chhattisgarh|BASTAR
1.0|ROOP KUMARI CHOUDHARY|Bharatiya Janata Party|701291|2368|703659|53.06|Chhattisgarh|MAHASAMUND
2.0|TAMRADHWAJ SAHU|Indian National Congress|556764|1439|558203|42.09|Chhattisgarh|MAHASAMUND
3.0|PROFESSOR SURESH SAHU|Independent|11885|3|11888|0.9|Chhattisgarh|MAHASAMUND
4.0|BASANT SINHA|Bahujan Samaj Party|8823|37|8860|0.67|Chhattisgarh|MAHASAMUND
5.0|REKHRAM BAGH|Independent|7877|1|7878|0.59|Chhattisgarh|MAHASAMUND
6.0|GANESH RAM DHRUW|Hamar Raj Party|6626|25|6651|0.5|Chhattisgarh|MAHASAMUND
7.0|SANTOSH DARCHAND BANJARE|Independent|6049|5|6054|0.46|Chhattisgarh|MAHASAMUND
8.0|MUKESH KUMAR AGRAWAL|Independent|3689|2|3691|0.28|Chhattisgarh|MAHASAMUND
9.0|SUKHNANDAN DESHKAR|Independent|3554|1|3555|0.27|Chhattisgarh|MAHASAMUND
10.0|NITESH KUMAR RATRE|Sunder Samaj Party|2366|7|2373|0.18|Chhattisgarh|MAHASAMUND
11.0|DR. VIRENDRA CHAUDHRI|Bhartiya Shakti Chetna Party|2093|6|2099|0.16|Chhattisgarh|MAHASAMUND
12.0|KALIYA PRASAD SETH|Independent|1528|3|1531|0.12|Chhattisgarh|MAHASAMUND
13.0|MAHESH SWARN|Independent|1484|2|1486|0.11|Chhattisgarh|MAHASAMUND
14.0|CHAMPA LAL PATEL GURUJI DHARTI PAKD|Right to Recall Party|1376|3|1379|0.1|Chhattisgarh|MAHASAMUND
15.0|FARID QURAISHI|Gondvana Gantantra Party|1074|3|1077|0.08|Chhattisgarh|MAHASAMUND
16.0|ISHWAR MARKANDE|Independent|957|-|957|0.07|Chhattisgarh|MAHASAMUND
17.0|NARAD PRASAD NISHAD|Shakti Sena (Bharat Desh)|897|2|899|0.07|Chhattisgarh|MAHASAMUND
18.0|NOTA|None of the Above|3801|39|3840|0.29|Chhattisgarh|MAHASAMUND
|Total||1322134|3946|1326080||Chhattisgarh|MAHASAMUND
1.0|BRIJMOHAN AGRAWAL|Bharatiya Janata Party|1047447|2904|1050351|66.19|Chhattisgarh|RAIPUR
2.0|VIKAS UPADHYAY|Indian National Congress|473656|1410|475066|29.94|Chhattisgarh|RAIPUR
3.0|MAMTA RANI SAHU|Bahujan Samaj Party|9201|98|9299|0.59|Chhattisgarh|RAIPUR
4.0|SAVITA SHAILENDRA BANJARE|Shakti Sena (Bharat Desh)|8765|3|8768|0.55|Chhattisgarh|RAIPUR
5.0|RADHESHWARI GAIKWAD|Independent|4629|1|4630|0.29|Chhattisgarh|RAIPUR
6.0|SURESH KUMAR NETAM|Hamar Raj Party|3492|7|3499|0.22|Chhattisgarh|RAIPUR
7.0|ANIL MAHOBIA|Right to Recall Party|2914|2|2916|0.18|Chhattisgarh|RAIPUR
8.0|ENGI. LAL BAHADUR YADAV|Gondvana Gantantra Party|2859|6|2865|0.18|Chhattisgarh|RAIPUR
9.0|RAMKRISHNA VERMA|Independent|2182|3|2185|0.14|Chhattisgarh|RAIPUR
10.0|YAKUB KHAN|Independent|2054|-|2054|0.13|Chhattisgarh|RAIPUR
11.0|VISHWAJIT HARODE|Socialist Unity Centre Of India (COMMUNIST)|1920|-|1920|0.12|Chhattisgarh|RAIPUR
12.0|AMARNATH CHANDRAKAR|Independent|1608|-|1608|0.1|Chhattisgarh|RAIPUR
13.0|LAKHAMOO RAM TANDON|Rashtriya Jansabha Party|1347|4|1351|0.09|Chhattisgarh|RAIPUR
14.0|YASHUTOSH LAHARE|Ambedkarite Party of India|1312|-|1312|0.08|Chhattisgarh|RAIPUR
15.0|RAJESH DHRUV|Independent|1187|6|1193|0.08|Chhattisgarh|RAIPUR
16.0|BODHAN LAL FARIKAR|Independent|1059|-|1059|0.07|Chhattisgarh|RAIPUR
17.0|DAYA SHANKER NISHAD|Bhartiya Shakti Chetna Party|1051|11|1062|0.07|Chhattisgarh|RAIPUR
18.0|PILARAM ANANT|Sunder Samaj Party|1033|3|1036|0.07|Chhattisgarh|RAIPUR
19.0|ROHIT KUMAR PATIL|Independent|960|-|960|0.06|Chhattisgarh|RAIPUR
20.0|HIRA NAND NAGWANI (ASHOK BHAIYA)|Republican Party of India (A)|958|2|960|0.06|Chhattisgarh|RAIPUR
21.0|BHANJAN JANGADE (ADHIWAKTA)|Bharatiya Bahujan Congress|818|3|821|0.05|Chhattisgarh|RAIPUR
22.0|MO. AMIN|Bhrashtachar Mukti Morcha|765|1|766|0.05|Chhattisgarh|RAIPUR
23.0|MANOJ VERMA|Independent|723|1|724|0.05|Chhattisgarh|RAIPUR
24.0|PITAMBAR JANGDE|Aazad Samaj Party (Kanshi Ram)|701|4|705|0.04|Chhattisgarh|RAIPUR
25.0|ASHISH KUMAR TIWARI|Aap Sabki Apni Party|525|3|528|0.03|Chhattisgarh|RAIPUR
26.0|ENGI. BHANU PRATAP TANDE|Independent|500|3|503|0.03|Chhattisgarh|RAIPUR
27.0|MO. IMRAN KHAN|Independent|466|1|467|0.03|Chhattisgarh|RAIPUR
28.0|NEERAJ SAINI PUJARI|Dhoom Sena|434|-|434|0.03|Chhattisgarh|RAIPUR
29.0|SUDHANSHU BHUSHAN|Independent|413|1|414|0.03|Chhattisgarh|RAIPUR
30.0|RAMPRASAD PRAJAPATI|Independent|391|-|391|0.02|Chhattisgarh|RAIPUR
31.0|PRAVIN JAIN|Independent|369|-|369|0.02|Chhattisgarh|RAIPUR
32.0|VINAYAK DHAMGAYE|Independent|349|-|349|0.02|Chhattisgarh|RAIPUR
33.0|NANDNI NAYAK|Independent|336|1|337|0.02|Chhattisgarh|RAIPUR
34.0|PRAVISHANT SALOMAN|Independent|310|-|310|0.02|Chhattisgarh|RAIPUR
35.0|SAYED IRSHAD|Independent|295|-|295|0.02|Chhattisgarh|RAIPUR
36.0|DR. OMPRAKASH SAHU|Independent|291|3|294|0.02|Chhattisgarh|RAIPUR
37.0|MO. NASIR|Independent|254|-|254|0.02|Chhattisgarh|RAIPUR
38.0|NURI KHAN|Independent|252|-|252|0.02|Chhattisgarh|RAIPUR
39.0|NOTA|None of the Above|4414|34|4448|0.28|Chhattisgarh|RAIPUR
|Total||1582240|4515|1586755||Chhattisgarh|RAIPUR
1.0|VIJAY BAGHEL|Bharatiya Janata Party|954356|2141|956497|62.0|Chhattisgarh|DURG
2.0|RAJENDRA SAHU|Indian National Congress|517277|994|518271|33.59|Chhattisgarh|DURG
3.0|DILIP RAMTEKE|Bahujan Samaj Party|13290|43|13333|0.86|Chhattisgarh|DURG
4.0|ANOOP KUMAR PANDEY|Independent|7765|1|7766|0.5|Chhattisgarh|DURG
5.0|DR. ANJU KEME|Ekam Sanatan Bharat Dal|5237|4|5241|0.34|Chhattisgarh|DURG
6.0|ALI HUSSAIN SIDDIQUI|Independent|5046|4|5050|0.33|Chhattisgarh|DURG
7.0|ARUN JOSHI|Independent|4751|2|4753|0.31|Chhattisgarh|DURG
8.0|DHRUV KUMAR SONI URF LANGUR SONI|Independent|3813|2|3815|0.25|Chhattisgarh|DURG
9.0|KHILANAND JASPAL|Independent|3280|1|3281|0.21|Chhattisgarh|DURG
10.0|SUKHADEV TANDON|Rashtriya Jansabha Party|2615|2|2617|0.17|Chhattisgarh|DURG
11.0|ASHOK JAIN|Independent|1902|-|1902|0.12|Chhattisgarh|DURG
12.0|BALDEV SAHU|Independent|1610|3|1613|0.1|Chhattisgarh|DURG
13.0|PUSHPA MAIRISHA|Ambedkarite Party of India|1556|5|1561|0.1|Chhattisgarh|DURG
14.0|HARICHAND THAKUR|Independent|1451|1|1452|0.09|Chhattisgarh|DURG
15.0|SAVITA SHAILENDRA BANJARE|Shakti Sena (Bharat Desh)|1393|3|1396|0.09|Chhattisgarh|DURG
16.0|RAKESH SAHU|Nyaydharmsabha|1261|1|1262|0.08|Chhattisgarh|DURG
17.0|SHITKARAN MAHILWAR|Aazad Samaj Party (Kanshi Ram)|1181|2|1183|0.08|Chhattisgarh|DURG
18.0|DR. HARISHCHANDRA SAHU|Independent|1116|-|1116|0.07|Chhattisgarh|DURG
19.0|SHANKAR THAKUR|Gondvana Gantantra Party|1064|9|1073|0.07|Chhattisgarh|DURG
20.0|YASHWANT SITARAM SAHU|Bhartiya Shakti Chetna Party|899|2|901|0.06|Chhattisgarh|DURG
21.0|SHYAM SUNDER SAHU|Loktantra Congress Party|897|2|899|0.06|Chhattisgarh|DURG
22.0|VIKAS SHARMA|Lokshahi Ekta Party|798|-|798|0.05|Chhattisgarh|DURG
23.0|SANTOSH KUMAR MARKANDE|Independent|646|4|650|0.04|Chhattisgarh|DURG
24.0|BHAGBALI SIVARE|Independent|388|1|389|0.03|Chhattisgarh|DURG
25.0|BHANUPRATAP CHATURVEDI|Independent|351|-|351|0.02|Chhattisgarh|DURG
26.0|NOTA|None of the Above|5596|21|5617|0.36|Chhattisgarh|DURG
|Total||1539539|3248|1542787||Chhattisgarh|DURG
1.0|SANTOSH PANDEY|Bharatiya Janata Party|711439|618|712057|49.25|Chhattisgarh|RAJNANDGAON
2.0|BHUPESH BAGHEL|Indian National Congress|667078|568|667646|46.18|Chhattisgarh|RAJNANDGAON
3.0|A.H. SIDDIQUI|Independent|10737|-|10737|0.74|Chhattisgarh|RAJNANDGAON
4.0|DEVLAL SINHA (SONVANSHI)|Bahujan Samaj Party|9659|9|9668|0.67|Chhattisgarh|RAJNANDGAON
5.0|NARAD PRASAD NISHAD|Shakti Sena (Bharat Desh)|8029|1|8030|0.56|Chhattisgarh|RAJNANDGAON
6.0|SUKHDEV SINHA|Independent|7998|3|8001|0.55|Chhattisgarh|RAJNANDGAON
7.0|VISHESH DHAMGAYE|Independent|4872|1|4873|0.34|Chhattisgarh|RAJNANDGAON
8.0|BHUVAN SAHU|Independent|4171|3|4174|0.29|Chhattisgarh|RAJNANDGAON
9.0|LALITA KANWAR|Hamar Raj Party|2139|10|2149|0.15|Chhattisgarh|RAJNANDGAON
10.0|ER. BASANT KUMAR MESHRAM|Independent|1818|2|1820|0.13|Chhattisgarh|RAJNANDGAON
11.0|RAMESH RAJPUT|Bhartiya Shakti Chetna Party|1735|2|1737|0.12|Chhattisgarh|RAJNANDGAON
12.0|TRIVENI PADOTI|Independent|1607|6|1613|0.11|Chhattisgarh|RAJNANDGAON
13.0|RAMFAL PATIL|Nyaydharmsabha|1535|2|1537|0.11|Chhattisgarh|RAJNANDGAON
14.0|AJAY PALI|Independent|1114|-|1114|0.08|Chhattisgarh|RAJNANDGAON
15.0|LAKHAN SING TANDAN|Rashtriya Jansabha Party|1056|-|1056|0.07|Chhattisgarh|RAJNANDGAON
16.0|NOTA|None of the Above|9152|401|9553|0.66|Chhattisgarh|RAJNANDGAON
|Total||1444139|1626|1445765||Chhattisgarh|RAJNANDGAON
1.0|TOKHAN SAHU|Bharatiya Janata Party|723194|1743|724937|53.25|Chhattisgarh|BILASPUR
2.0|DEVENDRA YADAV|Indian National Congress|558942|1437|560379|41.16|Chhattisgarh|BILASPUR
3.0|ASHWANI RAJAK|Bahujan Samaj Party|13175|47|13222|0.97|Chhattisgarh|BILASPUR
4.0|ANAND URAWAN|Independent|5894|4|5898|0.43|Chhattisgarh|BILASPUR
5.0|ANILESH MISHRA (MAHARAJ)|Independent|5374|2|5376|0.39|Chhattisgarh|BILASPUR
6.0|KULESH KUMAR SAHU|Independent|4439|4|4443|0.33|Chhattisgarh|BILASPUR
7.0|ASHAVANT SAHOO|Bhartiya Shakti Chetna Party|4345|9|4354|0.32|Chhattisgarh|BILASPUR
8.0|SHRIKANT MALHWAYR (KASER)|Loktantra Congress Party|4197|4|4201|0.31|Chhattisgarh|BILASPUR
9.0|VIKRAMPRASAD JOGI|Independent|2862|-|2862|0.21|Chhattisgarh|BILASPUR
10.0|KESHAV PRASAD|Independent|2765|2|2767|0.2|Chhattisgarh|BILASPUR
11.0|SUDIEP SHRIVASTAVA|Hamar Raj Party|2310|2|2312|0.17|Chhattisgarh|BILASPUR
12.0|RUPRAM SAHU|Independent|2261|-|2261|0.17|Chhattisgarh|BILASPUR
13.0|KRISHNA NANDAN SINGH|Independent|2020|-|2020|0.15|Chhattisgarh|BILASPUR
14.0|ROSHAN KUMAR|Independent|1920|-|1920|0.14|Chhattisgarh|BILASPUR
15.0|DINESH PRATAP SINGH KHUSRO NIKHIL|Rashtriya Gondvana Party|1792|16|1808|0.13|Chhattisgarh|BILASPUR
16.0|RAMESHWAR SAHU|Independent|1761|-|1761|0.13|Chhattisgarh|BILASPUR
17.0|VIJAY KUMAR|Independent|1625|1|1626|0.12|Chhattisgarh|BILASPUR
18.0|YASHUTOSH LAHARE|Ambedkarite Party of India|1271|3|1274|0.09|Chhattisgarh|BILASPUR
19.0|GHANSHYAM URF SADHELAL BHARDWAJ|Independent|1251|-|1251|0.09|Chhattisgarh|BILASPUR
20.0|VEDMANI SINGH KSHATRIYA (THAKUR)|Independent|1163|-|1163|0.09|Chhattisgarh|BILASPUR
21.0|SHEKHAR BANJARE|Independent|1160|-|1160|0.09|Chhattisgarh|BILASPUR
22.0|SIDDHRAM LAHARE|Rashtriya Jansabha Party|1149|1|1150|0.08|Chhattisgarh|BILASPUR
23.0|RAMPYARE RAI|Independent|1112|-|1112|0.08|Chhattisgarh|BILASPUR
24.0|NAND KISHORE RAJ|Gondvana Gantantra Party|1049|12|1061|0.08|Chhattisgarh|BILASPUR
25.0|BHUNESHWAR MARKO|Independent|967|3|970|0.07|Chhattisgarh|BILASPUR
26.0|RAJKUMAR SAHU|Independent|828|1|829|0.06|Chhattisgarh|BILASPUR
27.0|BHAGWAT PATRE|Prabuddha Republican Party|710|2|712|0.05|Chhattisgarh|BILASPUR
28.0|LAKSHMAN PATHAK|Ekam Sanatan Bharat Dal|698|1|699|0.05|Chhattisgarh|BILASPUR
29.0|ADVOCATE SHAILENDRA BANJARE (SHAKTIPUTRA)|Shakti Sena (Bharat Desh)|690|-|690|0.05|Chhattisgarh|BILASPUR
30.0|RAJENDRA KUMAR TANDAN|Independent|654|2|656|0.05|Chhattisgarh|BILASPUR
31.0|SALIK RAM JOGI|Independent|575|1|576|0.04|Chhattisgarh|BILASPUR
32.0|BASANT BANSL|Independent|564|-|564|0.04|Chhattisgarh|BILASPUR
33.0|DEEPMALA CHOUHAN|Chhattisgarh Vikas Ganga Rashtriya Party|559|6|565|0.04|Chhattisgarh|BILASPUR
34.0|MAHESH KUMAR SONWANI|Independent|559|1|560|0.04|Chhattisgarh|BILASPUR
35.0|DEV PRASAD BRAIHA|Independent|511|-|511|0.04|Chhattisgarh|BILASPUR
36.0|SANJAY PRAKASH SAHU|Independent|435|1|436|0.03|Chhattisgarh|BILASPUR
37.0|PARAS RAM YADAV|Independent|414|1|415|0.03|Chhattisgarh|BILASPUR
38.0|NOTA|None of the Above|2842|7|2849|0.21|Chhattisgarh|BILASPUR
|Total||1358037|3313|1361350||Chhattisgarh|BILASPUR
1.0|JYOTSNA CHARANDAS MAHANT|Indian National Congress|569098|1084|570182|46.53|Chhattisgarh|KORBA
2.0|SAROJ PANDEY|Bharatiya Janata Party|525733|1166|526899|43.0|Chhattisgarh|KORBA
3.0|SHYAM SINGH MARKAM|Gondvana Gantantra Party|48498|89|48587|3.97|Chhattisgarh|KORBA
4.0|NIRDOSH KUMAR YADAV|Independent|11267|1|11268|0.92|Chhattisgarh|KORBA
5.0|DUJRAM BOUDDH|Bahujan Samaj Party|10689|50|10739|0.88|Chhattisgarh|KORBA
6.0|JAICHANDRA SONPAKAR|Independent|6181|1|6182|0.5|Chhattisgarh|KORBA
7.0|PALAN SINGH|Independent|5706|3|5709|0.47|Chhattisgarh|KORBA
8.0|KAMAL DEV|Bhartiya Shakti Chetna Party|4985|3|4988|0.41|Chhattisgarh|KORBA
9.0|DILIP MIRI|Independent|3897|5|3902|0.32|Chhattisgarh|KORBA
10.0|KAUSHALYA BAI PORTE|Independent|3630|2|3632|0.3|Chhattisgarh|KORBA
11.0|PRATAP BHANU|Independent|2500|4|2504|0.2|Chhattisgarh|KORBA
12.0|SANTOSH SHARMA|Independent|2475|2|2477|0.2|Chhattisgarh|KORBA
13.0|AMRIKA KARPE|Independent|2227|5|2232|0.18|Chhattisgarh|KORBA
14.0|RAJGURU KEWAL GOSWAMI|Independent|2202|-|2202|0.18|Chhattisgarh|KORBA
15.0|SHOBRAN SINGH SAIMA|Independent|2072|1|2073|0.17|Chhattisgarh|KORBA
16.0|KALYAN SINGH TANWAR|Independent|1960|4|1964|0.16|Chhattisgarh|KORBA
17.0|RAJESH PANDEY|Independent|1814|-|1814|0.15|Chhattisgarh|KORBA
18.0|SUSHIL KUMAR VISHWAKARMA|Bhartiya Janta Secular Party|1684|1|1685|0.14|Chhattisgarh|KORBA
19.0|PRASHANT DANIEL|Sarv Adi Dal|1369|23|1392|0.11|Chhattisgarh|KORBA
20.0|REKHA TIWARI|Chhattisgarh Vikas Ganga Rashtriya Party|1289|5|1294|0.11|Chhattisgarh|KORBA
21.0|PURUSHOTTAM MANIKPURI|Independent|1212|-|1212|0.1|Chhattisgarh|KORBA
22.0|PRIYANKA PATEL|Republican Party of India (A)|1197|7|1204|0.1|Chhattisgarh|KORBA
23.0|MAHENDRA KUMAR SHRIWAS (MANJU)|Independent|1187|-|1187|0.1|Chhattisgarh|KORBA
24.0|SHEKH RAUF|Independent|1168|-|1168|0.1|Chhattisgarh|KORBA
25.0|SHIVPUJAN SINGH|Independent|1036|-|1036|0.08|Chhattisgarh|KORBA
26.0|SHANTI BAI MARAVI|Independent|858|3|861|0.07|Chhattisgarh|KORBA
27.0|RAMESH DAS MAHANT|Independent|823|-|823|0.07|Chhattisgarh|KORBA
28.0|NOTA|None of the Above|6076|21|6097|0.5|Chhattisgarh|KORBA
|Total||1222833|2480|1225313||Chhattisgarh|KORBA
1.0|KAMLESH JANGDE|Bharatiya Janata Party|675740|2459|678199|48.71|Chhattisgarh|JANJGIR-CHAMPA
2.0|DR. SHIVKUMAR DAHARIYA|Indian National Congress|616131|2068|618199|44.4|Chhattisgarh|JANJGIR-CHAMPA
3.0|DR. ROHIT DAHARIA|Bahujan Samaj Party|48089|412|48501|3.48|Chhattisgarh|JANJGIR-CHAMPA
4.0|ENGINEER REVA KURREY|Independent|8158|1|8159|0.59|Chhattisgarh|JANJGIR-CHAMPA
5.0|AD. T.R. NIRALA|Independent|5792|2|5794|0.42|Chhattisgarh|JANJGIR-CHAMPA
6.0|ANIL MANHAR|Hamar Raj Party|5770|10|5780|0.42|Chhattisgarh|JANJGIR-CHAMPA
7.0|VIDYA DEVI SONI|Independent|4877|4|4881|0.35|Chhattisgarh|JANJGIR-CHAMPA
8.0|MINA CHAUHAN|Independent|2929|2|2931|0.21|Chhattisgarh|JANJGIR-CHAMPA
9.0|ANAND GILHARE|Independent|2876|1|2877|0.21|Chhattisgarh|JANJGIR-CHAMPA
10.0|DEEPAK KUMAR KHUNTE|Aazad Samaj Party (Kanshi Ram)|1822|7|1829|0.13|Chhattisgarh|JANJGIR-CHAMPA
11.0|ARVIND KUMAR|Independent|1710|5|1715|0.12|Chhattisgarh|JANJGIR-CHAMPA
12.0|GOPAL PRASAD KHUNTE|Bhartiya Shakti Chetna Party|1471|12|1483|0.11|Chhattisgarh|JANJGIR-CHAMPA
13.0|VIJAYLAXMI SURYAWANSHI NAT|Asankhya Samaj Party|1417|5|1422|0.1|Chhattisgarh|JANJGIR-CHAMPA
14.0|SIMA MAHILANGE|Independent|1333|3|1336|0.1|Chhattisgarh|JANJGIR-CHAMPA
15.0|ADVOCATE SHAILENDRA BANJARE (SHAKTIPUTRA)|Shakti Sena (Bharat Desh)|1248|5|1253|0.09|Chhattisgarh|JANJGIR-CHAMPA
16.0|VIJAY KUMAR KURRE|Rashtriya Jansabha Party|981|2|983|0.07|Chhattisgarh|JANJGIR-CHAMPA
17.0|BRINDA CHAUHAN|Chhattisgarh Vikas Ganga Rashtriya Party|921|3|924|0.07|Chhattisgarh|JANJGIR-CHAMPA
18.0|JAGJIVAN RAM SATNAMI|Azad Janata Party|833|4|837|0.06|Chhattisgarh|JANJGIR-CHAMPA
19.0|NOTA|None of the Above|5098|39|5137|0.37|Chhattisgarh|JANJGIR-CHAMPA
|Total||1387196|5044|1392240||Chhattisgarh|JANJGIR-CHAMPA
1.0|RADHESHYAM RATHIYA|Bharatiya Janata Party|806667|1608|808275|55.63|Chhattisgarh|RAIGARH
2.0|DR. MENKA DEVI SINGH|Indian National Congress|566487|1397|567884|39.08|Chhattisgarh|RAIGARH
3.0|INNOCENT KUJUR - BIDANA ORAON|Bahujan Samaj Party|15493|107|15600|1.07|Chhattisgarh|RAIGARH
4.0|ALBERT MING|Hamar Raj Party|10915|44|10959|0.75|Chhattisgarh|RAIGARH
5.0|PRAKASH KUMAR URANW|Independent|7719|3|7722|0.53|Chhattisgarh|RAIGARH
6.0|RUPNARAYAN EKKA|Independent|7410|10|7420|0.51|Chhattisgarh|RAIGARH
7.0|GOWARDHAN RATHIA|Independent|4591|2|4593|0.32|Chhattisgarh|RAIGARH
8.0|POOJA SIDAR|Independent|4159|8|4167|0.29|Chhattisgarh|RAIGARH
9.0|MADAN PRASAD GOND|Gondvana Gantantra Party|3007|8|3015|0.21|Chhattisgarh|RAIGARH
10.0|GULESHWAR PAINKRA|Bhartiya Shakti Chetna Party|2618|8|2626|0.18|Chhattisgarh|RAIGARH
11.0|UDAY KUMAR RATHIA|Independent|2127|2|2129|0.15|Chhattisgarh|RAIGARH
12.0|ABHAY KUMAR EKKA|Independent|1808|17|1825|0.13|Chhattisgarh|RAIGARH
13.0|BADAL EKKA|Sarv Adi Dal|1714|14|1728|0.12|Chhattisgarh|RAIGARH
14.0|NOTA|None of the Above|14993|29|15022|1.03|Chhattisgarh|RAIGARH
|Total||1449708|3257|1452965||Chhattisgarh|RAIGARH
1.0|CHINTAMANI MAHARAJ|Bharatiya Janata Party|712172|1028|713200|49.01|Chhattisgarh|SURGUJA
2.0|SHASHI SINGH KORAM|Indian National Congress|647329|1049|648378|44.55|Chhattisgarh|SURGUJA
3.0|DR. L. S. UDAY SINGH|Gondvana Gantantra Party|15626|25|15651|1.08|Chhattisgarh|SURGUJA
4.0|SANJAY KUMAR|Bahujan Samaj Party|15182|17|15199|1.04|Chhattisgarh|SURGUJA
5.0|RAMADHAR SINGH|Independent|10857|4|10861|0.75|Chhattisgarh|SURGUJA
6.0|PRINCE ABHISHEK KUJUR|Independent|6803|12|6815|0.47|Chhattisgarh|SURGUJA
7.0|URMILA SINGH|Independent|5779|5|5784|0.4|Chhattisgarh|SURGUJA
8.0|ARVIND KACHHAP|Independent|4166|18|4184|0.29|Chhattisgarh|SURGUJA
9.0|KANTA MINJ|Akhil Bhartiya Parivar Party|4008|8|4016|0.28|Chhattisgarh|SURGUJA
10.0|JEROME MINJ|Bharat Adivasi Party|3035|25|3060|0.21|Chhattisgarh|SURGUJA
11.0|NOTA|None of the Above|28107|14|28121|1.93|Chhattisgarh|SURGUJA
|Total||1453064|2205|1455269||Chhattisgarh|SURGUJA
1.0|ARUN BHARTI|Lok Janshakti Party(Ram Vilas)|508179|867|509046|51.98|Bihar|Jamui
2.0|ARCHANA KUMARI|Rashtriya Janata Dal|395696|868|396564|40.5|Bihar|Jamui
3.0|SUBHASH PASWAN|Independent|13841|34|13875|1.42|Bihar|Jamui
4.0|SAKALDEO DAS|Bahujan Samaj Party|12313|53|12366|1.26|Bihar|Jamui
5.0|SRAWON KUMAR|Rashtriya Jansambhavna Party|8604|21|8625|0.88|Bihar|Jamui
6.0|JAGDISH PRASAD|Loktantrik Samajik Nyay Party|6532|10|6542|0.67|Bihar|Jamui
7.0|SANTOSH KUMAR DAS|Socialist Unity Centre Of India (COMMUNIST)|6025|8|6033|0.62|Bihar|Jamui
8.0|NOTA|None of the Above|26148|34|26182|2.67|Bihar|Jamui
|Total||977338|1895|979233||Bihar|Jamui
1.0|VIVEK THAKUR|Bharatiya Janata Party|408537|2071|410608|47.2|Bihar|Nawada
2.0|SHRAWAN KUMAR|Rashtriya Janata Dal|340562|2376|342938|39.42|Bihar|Nawada
3.0|BINOD YADAV|Independent|39391|128|39519|4.54|Bihar|Nawada
4.0|GUNJAN KUMAR|Independent|29444|238|29682|3.41|Bihar|Nawada
5.0|RANJIT KUMAR|Bahujan Samaj Party|16240|76|16316|1.88|Bihar|Nawada
6.0|ANAND KUMAR VERMA|Bharat Jan Jagran Dal|7727|9|7736|0.89|Bihar|Nawada
7.0|GAUTAM KUMAR BABLOO|Bhagidari Party(P)|5886|3|5889|0.68|Bihar|Nawada
8.0|GANAURI PANDIT|Peoples Party of India (Democratic)|4558|32|4590|0.53|Bihar|Nawada
9.0|NOTA|None of the Above|12555|37|12592|1.45|Bihar|Nawada
|Total||864900|4970|869870||Bihar|Nawada
1.0|JITAN RAM MANJHI|Hindustani Awam Morcha (Secular)|492732|2228|494960|51.36|Bihar|Gaya
2.0|KUMAR SARVJEET|Rashtriya Janata Dal|390469|2679|393148|40.8|Bihar|Gaya
3.0|SUSHMA KUMARI|Bahujan Samaj Party|12234|142|12376|1.28|Bihar|Gaya
4.0|DEVENDRA PRATAP|Independent|9209|2|9211|0.96|Bihar|Gaya
5.0|DHEERENDRA PRASAD|Loktantrik Samajwadi Party|5616|13|5629|0.58|Bihar|Gaya
6.0|GIRIDHAR SAPERA|The National Road Map Party of India|4708|19|4727|0.49|Bihar|Gaya
7.0|RANU KUMAR CHAUDHARY|Independent|4495|10|4505|0.47|Bihar|Gaya
8.0|RANJAN KUMAR|Independent|4233|1|4234|0.44|Bihar|Gaya
9.0|AYUSH KUMAR|Independent|4098|5|4103|0.43|Bihar|Gaya
10.0|SURENDRA MANJHI|Rashtriya Jansambhavna Party|3023|12|3035|0.31|Bihar|Gaya
11.0|AMRESH KUMAR|Independent|2800|21|2821|0.29|Bihar|Gaya
12.0|ASHOK KUMAR PASWAN|Independent|2692|9|2701|0.28|Bihar|Gaya
13.0|ARUN KUMAR|Independent|2531|23|2554|0.27|Bihar|Gaya
14.0|SHEO SHANKAR|Bhartiya Lok Chetna Party|2370|14|2384|0.25|Bihar|Gaya
15.0|NOTA|None of the Above|17177|111|17288|1.79|Bihar|Gaya
|Total||958387|5289|963676||Bihar|Gaya
